Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
"Band 12, I","Aising, Filialkirche St. Stephanus",0,Sakral,"Aising, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.17-18.","Bauer-Wild, Anna",,,,17,18,Aising
"Band 12, I","Albaching, Pfarrkirche St. Nikolaus",0,Sakral,"Albaching, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.19-30.","Bauer-Wild, Anna",,,,19,30,Albaching
"Band 12, I","Altenhohenau, Dominikanerinnenkloster",0,Sakral,"Altenhohenau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.31-55.",?,,,,31,55,Altenhohenau
"Band 12, I","Antwort, Filial- und Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Antwort, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.56-60.","Bauer-Wild, Anna / Sinkel, Kristin",,,,56,60,Antwort
"Band 12, I","Attel am Inn, ehem. Benediktinerabtei",0,Sakral,"Attel am Inn, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.61-64.","Bauer-Wild, Anna / Sinkel, Kristin",,,,61,64,Attel am Inn
"Band 12, I","Au bei Bad Aibling, Wallfahrtskapelle sog. Taxakapelle",0,Sakral,"Au bei Bad Aibling, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.65-70.","Bauer-Wild, Anna",,,,65,70,Au bei Bad Aibling
"Band 12, I","Bad Aibling, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Bad Aibling, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.71-81.","Bauer-Wild, Anna",,,,71,81,Bad Aibling
"Band 12, I","Bad Aibling, Marktkirche St. Sebastian",0,Sakral,"Bad Aibling, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.81-85.","Bauer-Wild, Anna",,,,81,85,Bad Aibling
"Band 12, I","Baierbach, Filialkirche St. Magdalena",0,Sakral,"Baierbach, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.86-89.","Sinkel, Kristin",,,,86,89,Baierbach
"Band 12, I","Berbling, Pfarrkirche Inventio Crucis",0,Sakral,"Berbling, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.90-101.","Bauer-Wild, Anna",,,,90,101,Berbling
